DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 10:08:49;0;0;0;0;16857;3413;3757;6777;1018;2159;312;
27.04.2018 10:08:50;0;0;0;0;307599;20291;46963;14813;14003;9520;3618;
27.04.2018 10:08:51;0;0;0;0;104475;22758;16476;20710;10695;12681;6474;
27.04.2018 10:08:52;38;47;0;0;250082;33224;45368;26271;15986;8818;7805;
27.04.2018 10:08:53;61;43;0;0;44117;8489;4947;8662;6537;14565;3671;
27.04.2018 10:08:54;84;41;0;0;15903;2055;3483;4236;2496;641;536;
27.04.2018 10:08:55;100;64;0;0;6151;3706;2747;1362;6946;3962;1611;
27.04.2018 10:08:56;100;80;0;0;8186;2428;4751;4097;3918;2837;1116;
27.04.2018 10:08:57;81;64;0;0;431441;31102;16621;7281;8656;15766;6056;
27.04.2018 10:09:07;51;69;0;0;40913;5808;4734;6743;2707;3159;1488;
27.04.2018 10:09:08;26;69;0;0;40196;53769;8908;10003;6781;3187;3170;
27.04.2018 10:09:09;64;50;0;0;56928;2356;16331;30870;3908;5115;1061;
27.04.2018 10:09:10;74;51;0;0;4260;2752;5688;4217;11387;3256;2612;
27.04.2018 10:09:11;51;40;0;0;87251;16814;19696;6311;7579;5082;2054;
27.04.2018 10:09:12;34;23;0;0;313169;1262;19047;6551;5856;6476;5327;
27.04.2018 10:09:13;43;47;0;0;16104;19850;2366;5189;6438;9074;3633;
27.04.2018 10:09:14;24;21;0;0;33702;877;1279;3808;6342;3511;1410;
27.04.2018 10:09:15;34;34;0;0;20607;7026;12350;8573;4407;2797;632;
27.04.2018 10:09:16;54;69;0;0;26271;12852;17899;4148;7529;5567;10537;
27.04.2018 10:09:18;53;51;0;0;30197;2505;6399;7042;5369;7995;11302;
27.04.2018 10:09:19;60;74;0;0;27994;5857;6954;5548;13944;9200;10470;
27.04.2018 10:09:20;75;61;0;0;42370;11299;5746;7180;25527;11119;2445;
27.04.2018 10:09:21;69;37;0;0;107296;4584;12385;18348;11694;6657;7071;
27.04.2018 10:09:22;80;43;0;0;40854;14878;15209;17234;24705;7072;1580;
27.04.2018 10:09:23;69;51;0;0;24505;10419;7793;5841;5973;2985;3868;
27.04.2018 10:09:24;41;34;0;0;277689;4710;10191;3995;7746;5985;3900;
27.04.2018 10:09:25;54;37;0;0;30405;8103;5529;35844;13324;3228;1814;
27.04.2018 10:09:26;41;43;0;0;34465;13348;12512;8294;5867;1317;1726;
27.04.2018 10:09:27;34;51;0;0;9903;11856;1025;2384;1480;1952;576;
27.04.2018 10:09:28;40;77;0;0;175159;42471;22152;4701;12890;6281;2414;
27.04.2018 10:09:29;29;67;0;0;31904;3301;8083;11038;4723;3394;3646;
27.04.2018 10:09:30;24;34;0;0;316933;3716;19611;9509;12885;10041;4354;
27.04.2018 10:09:31;30;44;0;0;16980;14604;7068;5299;3876;2348;1999;
27.04.2018 10:09:32;24;43;0;0;89700;14182;5316;3621;6867;2339;1091;
27.04.2018 10:09:33;20;35;0;0;637716;57241;27809;29614;48319;25095;13189;
27.04.2018 10:09:34;11;37;0;0;487192;20594;24448;6130;7295;22734;3480;
27.04.2018 10:09:35;14;26;0;0;43193;22325;17706;47745;10137;4261;1346;
27.04.2018 10:09:36;3;10;0;0;283011;8474;9494;6583;5550;2084;897;
27.04.2018 10:09:38;16;35;0;0;21090;20238;7495;4904;8775;4555;3696;
27.04.2018 10:09:39;38;51;0;0;69621;19465;6729;8831;10857;2360;4811;
27.04.2018 10:09:40;35;47;0;0;56206;11802;6802;10647;6279;6145;2056;
27.04.2018 10:09:41;48;75;0;0;49982;18451;9664;4336;5585;5382;1962;
27.04.2018 10:09:42;41;60;0;0;36621;7798;7203;16913;4709;2276;3730;
27.04.2018 10:09:43;38;78;0;0;14104;10338;24776;7826;4228;2153;1005;
27.04.2018 10:09:44;30;80;0;0;125100;27830;20425;9087;6622;2556;5384;
27.04.2018 10:09:45;37;87;0;0;28204;26470;16077;10182;8484;7232;3018;
27.04.2018 10:09:46;44;87;0;0;32925;10475;3144;7800;9238;7069;1988;
27.04.2018 10:09:47;43;69;0;0;64253;21951;7334;15285;6932;3256;1363;
27.04.2018 10:09:48;48;61;0;0;57056;16252;13007;7744;5254;3525;1906;
27.04.2018 10:09:49;48;47;0;0;93391;4023;6532;10315;19818;5829;1194;
27.04.2018 10:09:50;54;57;0;0;16361;10977;21037;11083;6919;6005;1439;
27.04.2018 10:09:51;48;57;0;0;109987;39738;19939;28115;10494;7909;1610;
27.04.2018 10:09:52;53;60;0;0;36706;13563;7535;5063;6274;8411;4349;
27.04.2018 10:09:53;35;69;0;0;210771;36303;11496;13366;8218;3119;1679;
27.04.2018 10:09:54;27;63;0;0;156690;77162;7713;4963;15995;7152;2540;
27.04.2018 10:09:55;29;63;0;0;143603;39570;26388;33458;15036;13795;4763;
27.04.2018 10:09:57;24;53;0;0;67283;2991;13661;10711;5766;5713;1105;
27.04.2018 10:09:58;41;54;0;0;20400;5670;2257;10128;5535;7452;2556;
27.04.2018 10:09:59;48;53;0;0;66957;16335;16545;7295;11407;3500;2886;
27.04.2018 10:10:00;44;57;0;0;88692;56961;8357;18751;8382;14932;3320;
27.04.2018 10:10:01;48;69;0;0;21502;4561;17884;12105;4073;3106;3328;
27.04.2018 10:10:02;40;81;0;0;21144;15199;2097;6549;3099;2341;2048;
27.04.2018 10:10:03;53;80;0;0;24285;10316;12195;11748;18467;1698;1403;
27.04.2018 10:10:04;48;80;0;0;55135;3381;35213;8608;3340;3288;2069;
27.04.2018 10:10:05;44;83;0;0;76180;60028;13575;8582;11098;4698;1732;
27.04.2018 10:10:06;50;87;0;0;19191;6485;17947;10269;5872;2752;1111;
27.04.2018 10:10:07;41;77;0;0;24108;4309;3461;16832;5794;2591;1535;
27.04.2018 10:10:08;47;74;0;0;87409;33558;8479;3678;7619;5090;2377;
27.04.2018 10:10:09;43;56;0;0;38215;45275;4964;3768;5589;6812;3813;
27.04.2018 10:10:10;41;56;0;0;42820;7356;2917;7104;7439;5408;4788;
27.04.2018 10:10:11;56;63;0;0;12548;10698;5523;5280;7689;4043;4799;
27.04.2018 10:10:12;51;69;0;0;137957;11491;21377;6872;11352;4134;1173;
27.04.2018 10:10:13;61;54;0;0;39007;19193;4220;13753;10530;3588;2381;
27.04.2018 10:10:14;48;75;0;0;41889;28072;13804;6598;3341;2334;3088;
27.04.2018 10:10:15;50;74;0;0;19599;16704;4423;7222;12480;4876;7232;
27.04.2018 10:10:16;64;81;0;0;17765;2459;13327;9103;9954;4706;1882;
27.04.2018 10:10:17;63;84;0;0;52931;12355;25609;22850;12522;7422;2147;
27.04.2018 10:10:19;57;66;0;0;333699;68180;3135;12069;11471;8508;5041;
27.04.2018 10:10:20;38;67;0;0;124170;90285;12704;34799;9881;3775;6949;
27.04.2018 10:10:21;27;63;0;0;45922;16649;3346;5849;6740;7304;4596;
27.04.2018 10:10:22;24;69;0;0;26451;25547;17895;22656;6920;5566;2096;
